overall,reviewText,summary
5,"Super, super cute!

I'm 5'6"", 113lbs; originally ordered size 7 based off of previous reviews but they were slightly too big. I sent them back and ordered size 5 and they fit perfectly. Easily my new favorite pair of jeans - thinking of ordering them in the other color, too :)",My new favorite jeans
5,My granddaughters name is Calli and she loved the sweat pants.,Five Stars
5,Great sandals and fast delivery. Would definetly recommend.,Great sandals
5,It fits great and she loves it!  She was shocked and excited to see the shirt!,Five Stars
5,Love this I'm curvy large hipped and the tail fits the ears are so cute I'm really pleased!!!!!,Perfect !
5,The fit is great!,Jogger pants
5,Have fallen in love with this unique brand! Have several styles and constantly get compliments on them.  This particular style goes with everything from jeans to dresses!  Have to wear a few times to break them in but after that...so comfortable!,Have fallen in love with this unique brand
5,Great,Five Stars
5,I love it. It's my new favorite necklace.,Love it!
5,Comfortable and just what I was looking for!!!,Five Stars
5,I teach LINEDANCE.,Five Stars
5,"These shoes are very comfortable especially if you have a wide foot. Only thing i don't like about this color way is the white leather where the logo is. I don't think it fits the shoe, the whole red part on the heel of the shoe is reflective. Overall geat shoe, only reason i got because it was only $52 for my size and i thought i was dope color way",Very comfortable
5,I love how it looks like real gold. I have gotten so many compliments.,Five Stars
5,"At the price-point of approximately $10.00, this watch is awesome!  You will definitely want to replace the band, and I anticipated this when I made the purchase.  I replaced it with a nice cheap leather strap with white stitching and the watch rocks now!  I have other watches I wear but this one gets the compliments.  I'm not sure if the day and month are working correctly, but the quartz movement is keeping good time.",this watch is awesome! You will definitely want to replace the band
5,"Love them, I'm  always  happy with Riekers.",Great in every way.
5,"I had previously purchased a pair of these but couldn't remember the brand, i ordered these and they are great! Perfect replacements for my old ones.  I will wear them to see how they hold up, if they hold up well I will be purchasing some additional colors!",Exactly what I was looking for
5,Great item with quick shipping. Thanks. Only way it would be better is if they offered tall sizes.,Awesome shirt.(I should have bought 2)
5,Nice !,Five Stars
5,I find this so gorgeous. My Grandma is battling Breast Cancer. I could get this as a reminder that she will fight this horrible disease and win!,I could get this as a reminder that she will fight this horrible disease and win
5,Nice jacket. I get a lot of compliments.,Five Stars
5,"Love it! The colors are even better in person, this next comment is not a complaint but a suggestion....very large size would be better if it either came in a smaller size or was adjustable.",Love it! The colors are even better in person
5,Fits perfectly,Five Stars
5,Good quality for the money,Very pleased
5,beautiful charm!  my sister love it!,love it
5,"I REALLY wanted this purse in TAN, but only the Beige color was available.  The purse arrived on time as promised, June 01, 2015 and was very well-packaged in the Amazon.com box.
Upon checking the purse out, I noticed immediately that the stitching on the shoulder strap  wasn't very good: some of the stitches were widely spaced and loose compared to  the other stitching and the stitching on the handles were very ""flimsy.""  I wasn't sure if I should just re-pack the purse and return it . But  seeing how pretty the handbag is, I decided to give the handbag a chance.  I used it for the first time, June 8, 2015.  After only two hours of use, when I returned home, the stitches on the shoulder strap had come loose!!!  AWK!!!  MY BRAND NEW HANDBAG!!!!  Luckily, I have shoulder straps from other handbags and just swapped one with the damaged one.  It looks ok and fits well around my shoulder.  I need the shoulder strap because  I have to use a walker from now on,  after a bad accident  and need both hands to hold on to my walker.  I've always purchased satchels because  I like this style.  I just have to use a shoulder strap from now on and that's not a problem.

The more I look at my new handbag, the more I like it.  I REALLY, REALLY would love to purchase it in TAN, BLUE and BLACK.  Yes, I have a weakness for purses and chocolate!!!  Would I purchase this handbag again?  If the handles hold up and the other colors still aren't available, YES
 I would purchase it again.  Oh!  It's not exactly  BEIGE.  The color is more a very ""light orange"" with crme and a light TAUPE.
 BUT A BEAUTIFUL COLOR!  I prefer THIS color opposed to BEIGE  because if I get ink on it, it won't show as much and it'll be much easier to keep clean!","BEAUTIFUL HANDBAG!  June 09, 2015"
5,"I bought this as a present for my boyfriend. He loved it!
The design is just as pictured and it fits perfectly!",Great!
5,"But, I wished they made them a little wider for larger feet like mines..other than that, great shoes..grips the paint well, & last longer..very lightweight & great comfort  support all around..",perfectly engineered for the quick feet hoopsters
5,"MUST HAVE!!!! Absolutely gorgeous! I usually wear a 7.5, sometimes 8 depending on the brand/designer. Got my normal size, fit as expected",MUST HAVE!!!! Absolutely gorgeous! I ...
5,It's exactly as I expected it to be I love it!!,Five Stars
5,"These boots are perfect! Fit just as expected, very comfortable, just needs a little breaking in.",Bada$$!
5,"Loved the Lutheran seal and the words around it. Cute, cute, cute!",Five Stars
5,"I just got this locket, and I'm quite honestly in love with it.  Great quality, fantastic image...simply perfect.  I'll be a repeat customer with this talented artist, I'm sure!",I'm in love.
5,"Adore it!  More like a sheath dress, closer to bdy then a shift, but I am ok with that!",More like a sheath dress
5,Looovvvveeee them!!!!!! Every where I go I get compliments,Super Hip
5,Excellent!!,Five Stars
5,quality,Five Stars
5,Cute cute cute!!!! From the ruffled sleeves to the tutu pants it is adorable. Reminds me of a dancing angel...but practical enough for the little crawler.,Cute
5,Love these shoes messed up my other pair of shoes at work and decided to finally get a pair of Jordan's but don't like high tops these shoes are perfect. Everything i expected from a pair of Jordan's,5 star
5,My daughter loves her Plaid Pajamas,Good Fit
5,"This vest actually looks better than the picture, and it is thick and warm which you can not tell from the picture. I did some work on its size table. I usually wear medium for Carharrt and Wrangler, and large for Nautica, and i finally choose X large for Calvin Klein. It fits as i expected, and i can have a thick shirt underneath in cold days.",Great CK vest.
5,"These are the BEST boots I've ever bought and so very glad I did. They wear quite well and are gorgeous!  I've received many compliments, which is a plus.  I really don't think you'll be disappointed.",BEST Boots EVER
5,Perfect except I have to get them hemmed..,Five Stars
5,"I wear a 10-12 and I returned my L for a M. The M fits well. I'm 5'9"". Rachel Pally dresses are usually a little long which is why I love them. As typical the fabric is soft but rich and great quality. This dress is super flattering and unique. I love this dress!",Rachel Pally dresses are usually a little long which is why I love them. As typical the fabric is soft but ...
5,"Got this for my 2yo daughter, who is obsessed with it. It's surprisingly soft",Five Stars
